number_of_rooms,metro,address,area,parking,renovation,windows,ceiling_height,elevator,price_monthly,deposit,utility,type_house,current_floor,total_floors,combined_bathrooms,separate_bathrooms
1,20.0,"Санкт-Петербург, Усть-Славянка тер., проспект Советский, 18, ш. Московское, М-10 (17 км до МКАД), ш. Пулковское (20 км до МКАД)",40.0,1,1,1,2.7,"Пасс (2), Груз (1)",30000.0,30000.0,nan,0,21,25,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, проспект Солидарности, 7К1",29.0,0,2,1,3.1605815946963784,Пасс (1),22000.0,22000.0,nan,2,4,9,0.0,0.0
1,13.0,"Санкт-Петербург, улица Белышева, 5/6",38.9,0,2,1,3.12224844534506,"Пасс 1, Груз 1",25000.0,25000.0,nan,1,6,12,0.0,0.0
2,6.0,"Санкт-Петербург, улица Шотмана, 18к2",70.0,1,1,1,2.969465957219323,"Пасс 1, Груз 1",30000.0,30000.0,nan,1,1,16,0.0,0.0
2,8.0,"Санкт-Петербург, проспект Пятилеток, 13к1",64.7,0,1,1,3.627690304897367,"Пасс 1, Груз 1",40000.0,40000.0,nan,4,14,14,0.0,0.0
2,18.0,"Санкт-Петербург, проспект Обуховской обороны, 19",65.0,0,1,1,3.1896594142662282,"Пасс (1), Груз (1)",65000.0,65000.0,nan,1,4,5,0.0,0.0
1,10.0,"Санкт-Петербург, улица Русановская, 18к3",33.0,1,1,1,3.2870455028017744,"Пасс (1), Груз (1)",19000.0,19000.0,nan,2,15,23,0.0,0.0
1,10.0,"Санкт-Петербург, улица Шотмана, 4",29.3,0,1,1,2.7,Пасс (1),21000.0,21000.0,nan,2,2,9,0.0,0.0
2,10.0,"Санкт-Петербург, Товарищеский проспект, 1К1",55.0,0,2,1,3.0783685672165615,Пасс (1),25000.0,25000.0,nan,2,4,9,0.0,0.0
0,7.0,"Санкт-Петербург, Железнодорожный проспект, 14к1",26.0,1,0,1,2.9589366210562913,"Пасс (2), Груз (2)",30000.0,30000.0,nan,1,12,24,0.0,0.0
1,20.0,"Санкт-Петербург, улица Дыбенко, 2",33.8,1,1,1,2.7,"Пасс (1), Груз (1)",29600.0,40000.0,nan,2,14,15,0.0,0.0
1,12.0,"Санкт-Петербург, улица Подвойского, 24к3",42.5,1,1,1,2.6,"Пасс (1), Груз (1)",30000.0,30000.0,nan,2,16,18,0.0,0.0
1,5.0,"Санкт-Петербург, улица Коллонтай, 17к3",47.9,1,1,1,2.7,"Пасс (1), Груз (1)",37700.0,40000.0,nan,2,14,18,0.0,0.0
1,10.0,"Санкт-Петербург, проспект Обуховской обороны, 195",45.0,1,1,1,2.970118575793815,Пасс (3),45000.0,45000.0,nan,2,23,23,0.0,0.0
0,20.0,"Санкт-Петербург, Октябрьская набережная, 34к4",25.0,1,1,1,3.9528449915645125,Пасс (1),25000.0,25000.0,включены,0,5,15,0.0,0.0
1,3.0,"Санкт-Петербург, проспект Большевиков, 43к1",46.0,1,2,1,3.4074292376381887,Пасс (2),21000.0,21000.0,nan,2,9,10,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, проспект Большевиков, 5",29.8,2,2,1,2.65,Пасс (1),20000.0,20000.0,nan,2,9,9,0.0,0.0
1,15.0,"Санкт-Петербург, улица Коллонтай, 32К2",43.0,1,1,1,3.4932772682765485,"Пасс (2), Груз (1)",22000.0,22000.0,nan,2,13,16,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Рыбацкий проспект, 15, ш. Московское, М-10 (14 км до МКАД), ш. Пулковское (17 км до МКАД)",42.0,1,0,0,2.8,"Пасс (1), Груз (2)",24000.0,24000.0,nan,4,13,20,0.0,0.0
0,10.0,"Санкт-Петербург, улица Крыленко, 1к1с3",24.0,1,0,1,3.352501354798699,"Пасс (1), Груз (1)",25000.0,25000.0,nan,0,16,18,0.0,0.0
0,9.0,"Санкт-Петербург, Железнодорожный проспект, 14к1",29.0,1,1,1,2.75,"Пасс (1), Груз (1)",27000.0,27000.0,nan,1,12,14,0.0,0.0
1,76.0,"Санкт-Петербург, улица Дыбенко, 6к2",37.3,1,2,1,3.639077616040649,Пасс (2),25000.0,25000.0,nan,2,11,25,0.0,0.0
0,66.0,"Санкт-Петербург, улица Крыленко, 1к1с6",24.0,1,2,1,3.47935136100088,"Пасс (1), Груз (1)",27000.0,27000.0,nan,0,10,16,0.0,0.0
1,8.0,"Санкт-Петербург, Союзный проспект, 10",44.4,1,1,1,3.1677488124644775,Пасс (2),30000.0,30000.0,nan,0,8,16,0.0,0.0
1,12.0,"Санкт-Петербург, Железнодорожный проспект, 14к1",34.9,0,0,1,3.1873641524346525,"Пасс (2), Груз (1)",35000.0,35000.0,nan,0,8,19,0.0,0.0
2,31.0,"Санкт-Петербург, улица Тельмана, 30к2",65.0,1,2,1,2.821796988110688,"Пасс (1), Груз (1)",33000.0,33000.0,nan,0,7,17,0.0,0.0
1,8.0,"Санкт-Петербург, проспект Обуховской обороны, 70к4",45.0,0,1,2,3.6568504310607945,"Пасс (1), Груз (1)",45000.0,45000.0,nan,2,11,16,0.0,0.0
4,23.0,"Санкт-Петербург, улица Ворошилова, 29к3",97.0,0,0,1,3.764800292453006,"Пасс (2), Груз (1)",60000.0,60000.0,nan,0,13,16,0.0,0.0
3,8.0,"Санкт-Петербург, проспект Пятилеток, 5к2",161.7,1,0,2,2.6155647869997067,Пасс (2),130000.0,130000.0,nan,0,20,20,0.0,0.0
1,13.0,"Санкт-Петербург, Железнодорожный проспект, 14к1",34.2,0,0,1,2.608771051703539,Пасс (2),42000.0,42000.0,nan,0,18,19,0.0,0.0
1,16.0,"Санкт-Петербург, улица Бадаева, 8к2",37.0,1,2,1,2.7,Пасс (2),23000.0,23000.0,nan,2,4,17,0.0,0.0
1,15.0,"Санкт-Петербург, улица Бадаева, 8к2",37.0,1,2,1,2.8932860777565628,Пасс (2),24000.0,40000.0,nan,2,17,17,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, улица Ворошилова, 7К2",34.0,0,1,1,2.736958919596506,"Пасс 1, Груз 1",22000.0,22000.0,nan,2,3,10,0.0,0.0
1,11.0,"Санкт-Петербург, Искровский проспект, 22",43.0,1,1,2,2.6287491350998407,Пасс (2),23000.0,11500.0,nan,0,4,16,0.0,0.0
1,12.0,"Санкт-Петербург, Товарищеский проспект, 3К1",38.0,1,2,0,2.8940500303488714,"Пасс 1, Груз 1",25000.0,25000.0,nan,4,8,16,0.0,0.0
0,34.0,"Санкт-Петербург, Октябрьская набережная, 44",23.0,1,0,0,2.6749767947117227,"Пасс (3), Груз (2)",27000.0,27000.0,nan,0,19,23,0.0,0.0
2,16.0,"Санкт-Петербург, улица Подвойского, 34к1",46.0,0,2,1,3.632889721089597,Пасс (1),30000.0,20000.0,nan,2,7,9,0.0,0.0
1,10.0,"Санкт-Петербург, Железнодорожный проспект, 14к1",35.0,1,1,1,3.7667356679623003,"Пасс (1), Груз (1)",35000.0,35000.0,nan,0,16,19,0.0,0.0
2,4.0,"Санкт-Петербург, Складская улица, 5",55.0,1,1,1,2.8,"Пасс (1), Груз (1)",35000.0,35000.0,nan,0,8,16,0.0,0.0
2,16.0,"Санкт-Петербург, проспект Уездный, 11",56.2,1,1,2,2.56,"Пасс (1), Груз (2)",40000.0,40000.0,nan,1,16,20,0.0,0.0
2,10.0,"Санкт-Петербург, проспект Большевиков, 7к3",75.0,1,1,0,3.769330135185695,"Пасс (4), Груз (1)",50000.0,50000.0,nan,0,24,26,0.0,0.0
3,4.0,"Санкт-Петербург, Ивановская улица, 9/75",105.0,0,0,0,2.8613533917773752,Пасс (1),50000.0,60000.0,nan,4,6,6,0.0,0.0
1,15.0,"Санкт-Петербург, улица Антонова-Овсеенко, 9К2",31.0,0,2,1,3.949384421868952,Пасс (1),18000.0,18000.0,nan,2,7,9,0.0,0.0
1,7.0,"Санкт-Петербург, улица Ткачей, 5",36.0,0,1,1,2.75,Пасс (1),25000.0,12500.0,nan,4,2,10,0.0,0.0
1,11.0,"Санкт-Петербург, улица Подвойского, 24к1У",35.0,2,1,1,3.928245607656874,Пасс (1),25000.0,40000.0,nan,2,6,9,0.0,0.0
1,14.0,"Санкт-Петербург, проспект Пятилеток, 16к3",42.0,1,1,1,3.5583534518865294,Пасс (2),22000.0,22000.0,nan,4,16,17,0.0,0.0
0,5.0,"Санкт-Петербург, Октябрьская набережная, 34к2",32.0,1,1,1,2.667434416696856,"Пасс (2), Груз (1)",24500.0,13500.0,nan,2,3,15,0.0,0.0
2,17.0,"Санкт-Петербург, бульвар Красных Зорь, 24",46.0,0,2,1,3.95901075433863,0,28000.0,28000.0,nan,2,2,5,0.0,0.0
1,16.0,"Санкт-Петербург, улица Дыбенко, 2к1",38.9,1,1,1,2.99,"Пасс (1), Груз (1)",31600.0,40000.0,nan,2,2,12,0.0,0.0
2,7.0,"Санкт-Петербург, улица Бабушкина, 82К2",55.0,1,1,0,3.4107235860234493,Пасс (2),50000.0,50000.0,nan,0,19,19,0.0,0.0
0,5.0,"Санкт-Петербург, улица Русановская, 9",30.0,1,1,1,3.1951102869950008,"Пасс (1), Груз (1)",18000.0,18000.0,nan,0,5,19,0.0,0.0
0,12.0,"Санкт-Петербург, улица Седова, 44",17.0,0,2,1,3.508387188678074,0,20000.0,20000.0,nan,4,2,4,0.0,0.0
0,19.0,"Санкт-Петербург, Рыбацкий проспект, 15, ш. Московское, М-10 (14 км до МКАД), ш. Пулковское (17 км до МКАД)",30.0,1,2,1,3.7262057379210054,Пасс (3),20000.0,20000.0,nan,0,10,16,0.0,0.0
1,11.0,"Санкт-Петербург, Рыбацкий проспект, 37к2, ш. Московское, М-10 (16 км до МКАД), ш. Пулковское (18 км до МКАД)",41.0,1,2,1,3.85299093590786,Пасс (2),20000.0,20000.0,nan,2,6,16,0.0,0.0
1,13.0,"Санкт-Петербург, Рыбацкий проспект, 31К1, ш. Московское, М-10 (15 км до МКАД), ш. Пулковское (18 км до МКАД)",38.5,1,2,1,3.6465278844167694,Пасс (2),20000.0,20000.0,nan,2,3,16,0.0,0.0
1,17.0,"Санкт-Петербург, Искровский проспект, 29",31.0,0,2,1,3.9052204567234545,Пасс (1),21000.0,21000.0,nan,2,8,9,0.0,0.0
0,20.0,"Санкт-Петербург, проспект Обуховской обороны, 138к2, ш. Московское, М-10 (14 км до МКАД), ш. Пулковское (16 км до МКАД)",25.0,1,1,2,2.904448264845371,"Пасс (2), Груз (2)",24000.0,24000.0,nan,0,6,36,0.0,0.0
1,13.0,"Санкт-Петербург, улица Бадаева, 9",38.7,1,1,1,3.96569520515801,"Пасс 1, Груз 1",23000.0,23000.0,nan,4,1,16,0.0,0.0
1,12.0,"Санкт-Петербург, улица Коллонтай, 5/1",40.0,1,1,1,3.595091390628076,"Пасс 1, Груз 1",27000.0,27000.0,nan,4,7,19,0.0,0.0
1,15.0,"Санкт-Петербург, проспект Александровской фермы, 8",36.0,1,1,1,3.2413274923423723,"Пасс (2), Груз (2)",30000.0,30000.0,nan,1,25,25,0.0,0.0
1,12.0,"Санкт-Петербург, улица Цимбалина, 25",45.0,1,1,1,3.9955072147674633,"Пасс 2, Груз 2",30000.0,30000.0,nan,0,4,25,0.0,0.0
2,6.0,"Санкт-Петербург, улица Джона Рида, 8к1",54.8,1,1,1,3.0856018025035623,"Пасс 1, Груз 1",30000.0,30000.0,nan,4,14,16,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, проспект Обуховской обороны, 195",37.0,1,1,1,2.8817867109532083,Пасс (1),35000.0,35000.0,nan,1,17,22,0.0,0.0
2,5.0,"Санкт-Петербург, улица Ворошилова, 31к1",65.0,1,2,1,2.7420427420078624,"Пасс (1), Груз (1)",38000.0,38000.0,nan,1,4,19,0.0,0.0
3,12.276339583135053,"Санкт-Петербург, Российский проспект, 14",66.0,0,1,1,3.0104507871465898,Пасс (1),60000.0,60000.0,nan,1,11,14,0.0,0.0
3,7.0,"Санкт-Петербург, проспект Пятилеток, 9К1",100.0,1,2,1,3.7758551476684787,"Пасс 1, Груз 1",65000.0,65000.0,nan,2,13,14,0.0,0.0
2,7.0,"Санкт-Петербург, проспект Обуховской обороны, 70к4",55.8,0,0,1,3.5999853855728183,"Пасс (2), Груз (1)",75000.0,75000.0,nan,1,16,18,0.0,0.0
1,15.0,"Санкт-Петербург, улица Коллонтай, 33К1",48.0,1,2,1,2.6,"Пасс (1), Груз (1)",15000.0,15000.0,nan,4,14,14,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Союзный проспект, 8к1",40.6,1,2,1,3.529313230590448,"Пасс (1), Груз (1)",18000.0,18000.0,nan,2,5,15,0.0,0.0
1,20.0,"Санкт-Петербург, проспект Солидарности, 14к1",36.0,1,2,1,3.593135407645669,Пасс (2),20000.0,20000.0,nan,0,2,16,0.0,0.0
2,12.276339583135053,"Санкт-Петербург, улица Русановская, 16к3",34.3,1,2,1,2.9632868799173187,"Пасс 2, Груз 2",19000.0,19000.0,nan,2,19,23,0.0,0.0
1,4.0,"Санкт-Петербург, улица Крыленко, 1к1с3",41.0,1,1,1,3.837207129527891,Пасс (3),21000.0,21000.0,nan,0,10,26,0.0,0.0
0,12.0,"Санкт-Петербург, проспект Обуховской обороны, 138к2, ш. Московское, М-10 (14 км до МКАД), ш. Пулковское (16 км до МКАД)",24.7,1,2,1,3.723611728824665,"Пасс (3), Груз (2)",19500.0,12000.0,nan,4,12,36,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, улица Русановская, 16к4",40.0,1,2,1,2.649630595394234,Пасс (1),21000.0,40000.0,nan,2,18,25,0.0,0.0
0,12.276339583135053,"Санкт-Петербург, улица Бабушкина, 84к2",23.3,1,1,1,3.9298231546211415,"Пасс (1), Груз (1)",22000.0,22000.0,nan,2,6,26,0.0,0.0
1,26.0,"Санкт-Петербург, проспект Большевиков, 38к5",45.0,1,1,0,2.9558663105194567,"Пасс (1), Груз (1)",21000.0,21000.0,nan,2,9,16,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Октябрьская набережная, 122к1",43.0,1,1,1,3.3201918343213004,Пасс (1),22000.0,22000.0,nan,2,7,17,0.0,0.0
1,13.0,"Санкт-Петербург, Искровский проспект, 32к1",53.0,0,2,1,2.7310544077255203,"Пасс 1, Груз 1",20000.0,20000.0,nan,2,10,12,0.0,0.0
0,5.0,"Санкт-Петербург, Октябрьская набережная, 44",25.0,0,1,1,2.9,"Пасс (1), Груз (1)",21000.0,21000.0,nan,0,12,25,0.0,0.0
1,14.0,"Санкт-Петербург, Искровский проспект, 23к1",42.0,1,2,1,2.7,"Пасс (1), Груз (1)",22000.0,22000.0,nan,4,12,16,0.0,0.0
2,12.276339583135053,"Санкт-Петербург, улица Крыленко, 29К4",46.0,0,2,1,2.7469225125040415,0,23000.0,23000.0,nan,2,2,5,0.0,0.0
2,18.0,"Санкт-Петербург, улица Антонова-Овсеенко, 5К2",51.0,0,2,1,3.8751751523217743,Пасс (1),27000.0,27000.0,nan,2,7,9,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, улица Бабушкина, 84к2",35.0,1,1,1,3.509467391802538,"Пасс (1), Груз (1)",26000.0,28000.0,nan,2,15,26,0.0,0.0
1,5.0,"Санкт-Петербург, Усть-Славянка тер., улица Заводская, 17, ш. Московское, М-10 (18 км до МКАД), ш. Пулковское (21 км до МКАД)",41.0,1,0,1,3.2017132776633215,"Пасс (4), Груз (2)",26000.0,26000.0,nan,0,23,33,0.0,0.0
1,4.0,"Санкт-Петербург, улица Подвойского, 8",37.0,1,0,1,3.998719445599665,Пасс (1),30000.0,30000.0,nan,0,4,24,0.0,0.0
2,16.0,"Санкт-Петербург, улица Цимбалина, 25",45.0,1,1,1,3.6431641473982097,Пасс (2),30000.0,30000.0,nan,4,4,25,0.0,0.0
3,18.0,"Санкт-Петербург, улица Подвойского, 36к1",65.0,0,2,0,2.7491179488253996,Пасс (1),27000.0,27000.0,nan,2,3,9,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, проспект Большевиков, 38К2",34.5,0,1,1,2.6891179265615004,"Пасс (1), Груз (1)",30000.0,30000.0,nan,2,6,9,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Усть-Славянка тер., проспект Советский, 18, ш. Московское, М-10 (17 км до МКАД), ш. Пулковское (20 км до МКАД)",40.0,1,1,1,3.637048863749883,"Пасс (1), Груз (1)",30000.0,30000.0,nan,2,21,25,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Октябрьская набережная, 34к5",32.0,1,1,1,3.936453277505849,"Пасс (1), Груз (1)",30000.0,30000.0,nan,2,8,15,0.0,0.0
2,15.0,"Санкт-Петербург, улица Бабушкина, 45к1",52.0,0,2,1,3.671751094196628,0,28000.0,28000.0,nan,4,2,4,0.0,0.0
2,12.276339583135053,"Санкт-Петербург, Дальневосточный проспект, 6к1",46.0,1,2,1,3.6044158444768946,"Пасс 1, Груз 1",28000.0,14000.0,nan,2,4,17,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, улица Ворошилова, 27к2",44.0,1,1,1,3.702450203885782,"Пасс (1), Груз (1)",35000.0,35000.0,nan,2,4,19,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Дальневосточный проспект, 35к1",38.0,1,1,1,3.233789464173906,"Пасс (1), Груз (1)",35000.0,35000.0,nan,2,21,24,0.0,0.0
0,7.0,"Санкт-Петербург, улица Бабушкина, 55к1",24.0,0,2,1,2.6200485548910044,"Пасс 1, Груз 1",35000.0,35000.0,nan,2,3,10,0.0,0.0
3,10.0,"Санкт-Петербург, улица Чудновского, 8К2",60.0,2,1,1,3.7334157076792494,Пасс (1),35000.0,35000.0,nan,2,10,10,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, проспект Обуховской обороны, 70к4",45.0,1,1,1,3.2217011600646344,Пасс (1),40000.0,40000.0,nan,2,4,16,0.0,0.0
3,12.276339583135053,"Санкт-Петербург, улица Бабушкина, 131к1",60.0,0,1,1,2.6454471863075004,0,40000.0,40000.0,nan,2,2,5,0.0,0.0
3,12.276339583135053,"Санкт-Петербург, Рыбацкий проспект, 7, ш. Московское, М-10 (14 км до МКАД), ш. Пулковское (17 км до МКАД)",80.0,0,1,1,2.9660617718303643,"Пасс (1), Груз (1)",45000.0,45000.0,nan,2,6,12,0.0,0.0
2,17.0,"Санкт-Петербург, улица Дыбенко, 8к1",42.0,0,0,1,2.75,"Пасс (1), Груз (1)",60000.0,60000.0,nan,0,3,14,0.0,0.0
0,10.0,"Санкт-Петербург, Усть-Славянка тер., улица Славянская, 28, ш. Московское, М-10 (18 км до МКАД), ш. Пулковское (20 км до МКАД)",25.0,2,1,2,2.7,"Пасс (2), Груз (1)",14000.0,14000.0,nan,1,7,15,0.0,0.0
0,10.0,"Санкт-Петербург, проспект Солидарности, 9к3",24.0,1,2,1,3.6129202990831644,Пасс (1),15000.0,16000.0,nan,4,15,16,0.0,0.0
0,27.0,"Санкт-Петербург, Усть-Славянка тер., проспект Советский, 16, ш. Московское, М-10 (17 км до МКАД), ш. Пулковское (20 км до МКАД)",26.0,1,2,2,3.345116125020998,"Пасс 2, Груз 2",18000.0,18000.0,nan,2,16,27,0.0,0.0
0,12.276339583135053,"Санкт-Петербург, Усть-Славянка тер., улица Заводская, 15, ш. Московское, М-10 (18 км до МКАД), ш. Пулковское (21 км до МКАД)",25.0,1,1,1,2.9241282431392537,"Пасс 2, Груз 2",18000.0,17000.0,nan,0,22,24,0.0,0.0
0,4.0,"Санкт-Петербург, Усть-Славянка тер., улица Славянская, 21, ш. Московское, М-10 (18 км до МКАД), ш. Пулковское (20 км до МКАД)",29.0,1,1,1,3.2531694641902003,"Пасс 2, Груз 2",18000.0,18000.0,nan,2,15,25,0.0,0.0
0,10.0,"Санкт-Петербург, Железнодорожный проспект, 14к1",26.4,0,1,1,3.5522245812825632,"Пасс (1), Груз (1)",18500.0,18500.0,nan,2,7,12,0.0,0.0
0,6.0,"Санкт-Петербург, Октябрьская набережная, 34к5",25.0,1,1,0,2.7,"Пасс (2), Груз (1)",19000.0,20000.0,nan,1,2,18,0.0,0.0
0,25.0,"Санкт-Петербург, улица Крыленко, 1к1с2",26.0,1,2,1,3.724204842379679,"Пасс (2), Груз (1)",17000.0,15000.0,nan,0,10,26,0.0,0.0
1,15.0,"Санкт-Петербург, Товарищеский проспект, 8",31.0,0,2,1,2.979046191216398,Пасс (1),19000.0,19000.0,nan,2,9,9,0.0,0.0
0,10.0,"Санкт-Петербург, Октябрьская набережная, 34к5",26.0,0,1,1,2.8,"Пасс (1), Груз (1)",18000.0,5000.0,nan,0,1,12,0.0,0.0
1,10.0,"Санкт-Петербург, улица Седова, 146",31.0,0,3,1,3.1603243745618967,0,18000.0,10000.0,nan,2,2,5,0.0,0.0
1,4.0,"Санкт-Петербург, Усть-Славянка тер., улица Славянская, 28, ш. Московское, М-10 (18 км до МКАД), ш. Пулковское (20 км до МКАД)",36.0,1,2,1,3.044698741804731,"Пасс 1, Груз 1",18000.0,9000.0,nan,2,2,15,0.0,0.0
1,9.0,"Санкт-Петербург, улица Русановская, 18к6",35.0,1,1,1,2.7,"Пасс (2), Груз (2)",20000.0,20000.0,nan,0,10,24,0.0,0.0
1,6.0,"Санкт-Петербург, проспект Большевиков, 15",32.0,1,2,1,3.3745074075981325,Пасс (1),18000.0,18000.0,nan,2,9,9,0.0,0.0
1,3.0,"Санкт-Петербург, улица Тельмана, 41к1",40.0,1,2,2,3.1463012402005197,Пасс (2),20000.0,20000.0,nan,2,17,17,0.0,0.0
1,13.0,"Санкт-Петербург, улица Шотмана, 4",32.0,0,2,1,3.0370811583384016,Пасс (1),20000.0,10000.0,nan,2,5,9,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Усть-Славянка тер., улица Заводская, 15, ш. Московское, М-10 (18 км до МКАД), ш. Пулковское (21 км до МКАД)",40.0,2,1,1,3.2435725501589507,"Пасс (2), Груз (1)",17000.0,17000.0,nan,2,16,23,0.0,0.0
1,5.0,"Санкт-Петербург, улица Шотмана, 18к2",35.0,2,2,1,3.0412346091189475,"Пасс 1, Груз 1",17000.0,17000.0,nan,2,12,14,0.0,0.0
0,10.0,"Санкт-Петербург, Усть-Славянка тер., проспект Советский, 36к1, ш. Московское, М-10 (19 км до МКАД), ш. Пулковское (21 км до МКАД)",28.0,0,1,2,2.6,"Пасс (2), Груз (1)",19000.0,19000.0,nan,0,15,27,0.0,0.0
1,14.0,"Санкт-Петербург, проспект Обуховской обороны, 141",35.0,0,1,1,3.9295682808047516,0,18000.0,18000.0,nan,4,5,5,0.0,0.0
1,7.0,"Санкт-Петербург, проспект Обуховской обороны, 245к1",30.0,0,2,1,2.9007543745011612,0,18000.0,9000.0,nan,2,3,5,0.0,0.0
1,15.0,"Санкт-Петербург, улица Крыленко, 13к4",39.0,0,1,1,2.7277542822642213,"Пасс (1), Груз (1)",21000.0,25000.0,nan,0,7,10,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Шлиссельбургский проспект, 47К1, ш. Московское, М-10 (16 км до МКАД), ш. Пулковское (19 км до МКАД)",40.0,0,2,1,2.6,Пасс (1),21000.0,21000.0,nan,2,6,9,0.0,0.0
0,6.0,"Санкт-Петербург, Усть-Славянка тер., проспект Советский, 34к2, ш. Московское, М-10 (19 км до МКАД), ш. Пулковское (21 км до МКАД)",30.0,1,1,1,3.168556214882544,"Пасс (3), Груз (2)",19000.0,20000.0,nan,0,11,27,0.0,0.0
1,7.0,"Санкт-Петербург, улица Бабушкина, 131к3",33.0,2,2,2,3.3931274908466564,0,20000.0,20000.0,nan,2,5,5,0.0,0.0
0,5.0,"Санкт-Петербург, Союзный проспект, 4",24.0,1,1,1,3.171191618189642,Пасс (3),18000.0,18000.0,nan,0,12,15,0.0,0.0
1,7.0,"Санкт-Петербург, Караваевская улица, 28к1, ш. Московское, М-10 (16 км до МКАД), ш. Пулковское (19 км до МКАД)",36.0,1,2,0,3.2059601185434574,Пасс (3),21000.0,21000.0,nan,1,2,27,0.0,0.0
1,9.0,"Санкт-Петербург, улица Русановская, 18к6",37.0,1,1,1,2.6767123857505686,"Пасс (2), Груз (1)",21000.0,21000.0,nan,1,13,24,0.0,0.0
0,20.0,"Санкт-Петербург, улица Крыленко, 1к1с6",25.0,0,1,1,2.75,"Пасс (1), Груз (1)",20000.0,20000.0,nan,0,5,16,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, улица Подвойского, 24к3",42.0,1,2,2,3.422290358689403,"Пасс 1, Груз 1",22000.0,22000.0,nan,2,14,17,0.0,0.0
0,12.276339583135053,"Санкт-Петербург, Октябрьская набережная, 34к5",24.0,1,1,1,3.512515526529307,"Пасс 1, Груз 1",22000.0,22000.0,nan,0,13,15,0.0,0.0
1,15.0,"Санкт-Петербург, улица Кржижановского, 5К4",33.0,2,2,1,2.843423061864415,Пасс (1),19000.0,19000.0,nan,2,6,9,0.0,0.0
1,10.0,"Санкт-Петербург, улица Русановская, 18к3",38.0,1,1,1,2.75,"Пасс (1), Груз (1)",20000.0,20000.0,nan,0,8,18,0.0,0.0
1,8.0,"Санкт-Петербург, улица Русановская, 18к1",31.0,1,2,1,2.6,"Пасс (2), Груз (1)",19000.0,19000.0,nan,2,20,24,0.0,0.0
1,3.0,"Санкт-Петербург, Усть-Славянка тер., проспект Советский, 39к1, ш. Московское, М-10 (17 км до МКАД), ш. Пулковское (20 км до МКАД)",36.0,1,2,1,3.941257416133812,"Пасс (2), Груз (2)",19500.0,15000.0,nan,0,3,23,0.0,0.0
0,15.0,"Санкт-Петербург, Рыбацкий проспект, 18к2, ш. Московское, М-10 (15 км до МКАД), ш. Пулковское (18 км до МКАД)",28.0,1,2,1,2.7,Пасс (1),21000.0,21000.0,nan,2,16,26,0.0,0.0
1,16.0,"Санкт-Петербург, Российский проспект, 14",34.0,1,2,1,2.65,Пасс (2),21000.0,20000.0,nan,4,7,16,0.0,0.0
1,12.0,"Санкт-Петербург, Товарищеский проспект, 2К1",35.2,0,1,1,3.1020869995157194,Пасс (1),20000.0,20000.0,nan,2,7,9,0.0,0.0
1,15.0,"Санкт-Петербург, Октябрьская набережная, 34к2",32.0,2,1,1,3.5284679466605033,"Пасс (1), Груз (1)",20000.0,20000.0,nan,0,4,14,0.0,0.0
1,15.0,"Санкт-Петербург, улица Коллонтай, 5/1",36.0,1,2,1,3.985568972496999,Пасс (1),23000.0,23000.0,nan,0,11,25,0.0,0.0
1,12.276339583135053,"Санкт-Петербург, Усть-Славянка тер., улица Славянская, 26, ш. Московское, М-10 (18 км до МКАД), ш. Пулковское (20 км до МКАД)",38.0,1,1,0,3.436854976443543,"Пасс (3), Груз (1)",23000.0,23000.0,nan,1,11,27,0.0,0.0
2,20.0,"Санкт-Петербург, улица Тельмана, 36К3",44.0,1,2,1,2.55,0,20000.0,20000.0,nan,2,5,5,0.0,0.0
1,9.0,"Санкт-Петербург, улица Русановская, 18к6",29.3,1,2,1,3.7862792848683586,"Пасс 2, Груз 2",20000.0,10000.0,nan,2,12,24,0.0,0.0
1,14.0,"Санкт-Петербург, улица Бабушкина, 107",30.8,0,2,1,3.0232413128508098,0,20000.0,20000.0,nan,2,2,5,0.0,0.0
1,6.0,"Санкт-Петербург, Народная улица, 53к2",42.0,1,2,1,3.1106131743672965,Пасс (2),20000.0,20000.0,nan,2,7,17,0.0,0.0
1,14.0,"Санкт-Петербург, Шлиссельбургский проспект, 12К1, ш. Московское, М-10 (15 км до МКАД), ш. Пулковское (17 км до МКАД)",36.0,0,2,1,3.693132496494442,Пасс (2),20000.0,20000.0,nan,2,10,12,0.0,0.0
1,9.0,"Санкт-Петербург, улица Бабушкина, 96",31.0,1,2,1,3.683554735518876,0,20000.0,10000.0,nan,2,5,5,0.0,0.0
